Marca_Temporal,ID_Unico,Texto,Texto_Limpio,Longitud_Tokens,Emocion
4/26/2024 13:25:21,TA1NU1V7,Al terminar la uni no hay trabajo ,Al terminar la uni no hay trabajo,7,Tristeza
4/26/2024 13:25:59,UGTBZ7P3,Académicamente ,Académicamente,3,Tristeza
4/26/2024 13:40:10,SOQQDFEW,Cuando me enteré que mi hermana le detectaron cancer,Cuando me enteré que mi hermana le detectaron cancer,11,Tristeza
4/26/2024 13:49:23,0A63PM6K,"Cuando no entiendo a los proyectos de la uni, me agobio mucho por no entender varias cosas, siento que soy un tonto. ","Cuando no entiendo a los proyectos de la uni, me agobio mucho por no entender varias cosas, siento que soy un tonto.",29,Tristeza
4/26/2024 13:50:36,X0GVR7CK,Ante exposiciones de violencia (ajena a mi vida),Ante exposiciones de violencia (ajena a mi vida),12,Tristeza
4/26/2024 13:54:03,19NLQDKA,"Yo tiendo mucho a procrastinar, entonces al final de la semana tengo muchas cosas que hacer y eso me estresa  hasta puedo llegar a llorar, el hecho de pensar que no lo voy a lograr me pone mal","Yo tiendo mucho a procrastinar, entonces al final de la semana tengo muchas cosas que hacer y eso me estresa hasta puedo llegar a llorar, el hecho de pensar que no lo voy a lograr me pone mal",49,Tristeza
4/26/2024 13:57:41,2E2IMZRO,Cuando fallecio algun familiar o recordamos que fallecio,Cuando fallecio algun familiar o recordamos que fallecio,13,Tristeza
4/26/2024 14:10:39,21X2D6PW,Cuando no me esfuerzo para los exámenes ,Cuando no me esfuerzo para los exámenes,9,Tristeza
4/26/2024 14:18:29,GP42KD2C,Cuando me pongo a pensar sobre mi pasado y el punto en el que estoy a dia de hoy,Cuando me pongo a pensar sobre mi pasado y el punto en el que estoy a dia de hoy,21,Tristeza
4/26/2024 14:32:36,27WD6UH2,"Cuando estoy haciendo un trabajo, ya es tarde y todavía no puedo terminar","Cuando estoy haciendo un trabajo, ya es tarde y todavía no puedo terminar",16,Tristeza
4/26/2024 14:33:09,4TF29YIO,Últimamente después de un malentendido con mi equipo de trabajo y después de algunas preocupaciones ,Últimamente después de un malentendido con mi equipo de trabajo y después de algunas preocupaciones,23,Tristeza
4/26/2024 14:35:23,UZNBAHRB,Media ganas ,Media ganas,3,Tristeza
4/26/2024 14:50:06,87RRAHBJ,"Frustración, no saber que hacer ante algo que me importa mucho","Frustración, no saber que hacer ante algo que me importa mucho",15,Tristeza
4/26/2024 15:01:39,EYYTA3LD,Al tratar de hacer actividades que deberían ser fáciles.,Al tratar de hacer actividades que deberían ser fáciles.,12,Tristeza
4/26/2024 15:35:25,W49IM590,"Recordando cosas que me pasaron hace tiempo.
Cuando me siento sola a pesar de tener a personas cercanas.",Recordando cosas que me pasaron hace tiempo. Cuando me siento sola a pesar de tener a personas cercanas.,23,Tristeza
4/26/2024 16:54:59,7HKJBSVI,En ninguna,En ninguna,2,Tristeza
4/26/2024 16:57:51,41U4SDTP,Ninguna,Ninguna,3,Tristeza
4/26/2024 17:05:18,25DC2F4Q,Cuando recuerdo cosas del pasado ,Cuando recuerdo cosas del pasado,6,Tristeza
4/26/2024 17:07:40,PPI1SV0E,Pensando en mi posible deficiencia como profesionista,Pensando en mi posible deficiencia como profesionista,11,Tristeza
4/26/2024 18:22:59,KQGSATHF,Cuando siento impotencia de no lograr mis metas,Cuando siento impotencia de no lograr mis metas,12,Tristeza
4/26/2024 20:27:53,3ZF411GH,En situaciones de presión o de sentirse insuficiente ,En situaciones de presión o de sentirse insuficiente,11,Tristeza
4/28/2024 12:04:28,5CYE0BRU,Cuando me frusto por no poder hacer algo como quería que fuera,Cuando me frusto por no poder hacer algo como quería que fuera,13,Tristeza
4/28/2024 17:44:49,43K4VHCP,Cuando estoy solo en mi cuarto (rentado) y recuerdo a mi familia; cuando me siento incapaz de realizar trabajos de la universidad,Cuando estoy solo en mi cuarto (rentado) y recuerdo a mi familia; cuando me siento incapaz de realizar trabajos de la universidad,31,Tristeza
4/28/2024 22:35:59,FA8HZ0ZJ,Al recordar el pasado,Al recordar el pasado,5,Tristeza
4/29/2024 9:09:29,KFH9XJ94,Cuando se me juntan las cosas,Cuando se me juntan las cosas,7,Tristeza
4/29/2024 13:24:37,7I9KZQ70,Últimamente solamente al ver películas o series tristes.,Últimamente solamente al ver películas o series tristes.,13,Tristeza
4/29/2024 13:26:44,TBIDV696,Cuando no obtenga atención,Cuando no obtenga atención,6,Tristeza
4/29/2024 13:30:35,BR14PE8E,En situaciones cuando me empiezo a sentir solo y sin un rumbo claro,En situaciones cuando me empiezo a sentir solo y sin un rumbo claro,16,Tristeza
4/29/2024 13:31:46,PRUNGY5A,Cuando las cosas no salen como esperaba ,Cuando las cosas no salen como esperaba,9,Tristeza
4/29/2024 13:39:07,WHUIDLRU,"Situaciones en las que recuerdo cosas pasadas ,mascotas ,mi lugar de origen ,familia","Situaciones en las que recuerdo cosas pasadas ,mascotas ,mi lugar de origen ,familia",22,Tristeza
4/29/2024 13:40:04,442SR3BQ,Cuando surge estrés debido a la carga excesiva de tareas ,Cuando surge estrés debido a la carga excesiva de tareas,13,Tristeza
4/29/2024 13:53:27,R5NND2PJ,En situaciones donde no puedo hacer nada al respecto y siento miedo ,En situaciones donde no puedo hacer nada al respecto y siento miedo,15,Tristeza
4/29/2024 14:03:24,S62P3R06,"Cuando veo algunas películas, escuchando algunas canciones.","Cuando veo algunas películas, escuchando algunas canciones.",13,Tristeza
4/29/2024 14:05:35,VBGGGTXX,En situaciones de mucho estrés ,En situaciones de mucho estrés,6,Tristeza
4/29/2024 14:21:13,YO9QP9GQ,Cuando estoy muy presionado,Cuando estoy muy presionado,7,Tristeza
4/29/2024 14:21:52,TIRMAXIL,Lamentablemente por una descripción amorosa ,Lamentablemente por una descripción amorosa,9,Tristeza
4/29/2024 14:36:58,X939VKYG,"Cuando siento que no estoy el tiempo suficiente con mi hija por todos los quehaceres de mi hogar, mis tareas, la escuela ,y estar con ella .","Cuando siento que no estoy el tiempo suficiente con mi hija por todos los quehaceres de mi hogar, mis tareas, la escuela ,y estar con ella .",35,Tristeza
4/29/2024 14:50:49,EE1OP684,"En situaciones de conflicto, cuando las cosas no salen como esperaba","En situaciones de conflicto, cuando las cosas no salen como esperaba",14,Tristeza
4/29/2024 15:07:54,G1NFK78R,bajo presión ,bajo presión,2,Tristeza
4/29/2024 16:31:34,TW29QEAI,Durante jornadas de trabajo muy largas y extenuantes ,Durante jornadas de trabajo muy largas y extenuantes,12,Tristeza
4/29/2024 18:47:56,EC28OB0I,Últimamente por estrés ,Últimamente por estrés,7,Tristeza
4/29/2024 23:14:46,YWDANKQ3,Cuando me estreso,Cuando me estreso,5,Tristeza
4/30/2024 0:22:30,41GHNML3,Pensando en situaciones del pasado ,Pensando en situaciones del pasado,6,Tristeza
4/30/2024 0:30:58,ZYO6EKLW,Recordando mi ex relación ,Recordando mi ex relación,5,Tristeza
4/30/2024 8:38:45,WLSM1SUM,Cuando recuerdo a seres queridos ,Cuando recuerdo a seres queridos,7,Tristeza
4/30/2024 10:44:29,7RSZOAWX,Cuando me peleo con mi hermano o con mis papas ,Cuando me peleo con mi hermano o con mis papas,12,Tristeza
4/30/2024 11:00:56,NOQASZVA,Cuando estoy sola y cuando hablé con mi ex,Cuando estoy sola y cuando hablé con mi ex,11,Tristeza
4/30/2024 13:35:25,N9JIRQ1R,Creo que no he tenido ninguna situación que me haga llorar recientemente,Creo que no he tenido ninguna situación que me haga llorar recientemente,15,Tristeza
4/30/2024 14:30:58,RVJ6EPRG,Cuando no entiendo algo de la carrera ,Cuando no entiendo algo de la carrera,8,Tristeza
4/30/2024 18:16:40,2WMZZ63C,El abismo de lo complicado que puede ser salir de mi estatus económico. Que cumplir ese sueño puede ser difícil y fracasar para volverme uno más del sistema.,El abismo de lo complicado que puede ser salir de mi estatus económico. Que cumplir ese sueño puede ser difícil y fracasar para volverme uno más del sistema.,36,Tristeza
4/30/2024 18:38:14,53710675,Cuando le pasan cosas malas a mi familia ,Cuando le pasan cosas malas a mi familia,10,Tristeza
4/30/2024 21:04:57,7CTEOZ0B,"No eh tenido ganas de llorar pero, las situaciones que me hacen sentir triste o nostálgico son el recordar momentos y experiencias que no tuvieron un buen desenlace.","No eh tenido ganas de llorar pero, las situaciones que me hacen sentir triste o nostálgico son el recordar momentos y experiencias que no tuvieron un buen desenlace.",40,Tristeza
5/1/2024 8:23:10,RJYNX3WD,Familiares Internados ,Familiares Internados,5,Tristeza
5/1/2024 16:59:46,IRUH1G2Z,Cuando veo futbol y pasa algo malo al equipo que apoyo,Cuando veo futbol y pasa algo malo al equipo que apoyo,12,Tristeza
5/1/2024 20:39:05,IYJTK4UN,"La ausencia de mi mamá, el problema que atravieso con mi familia nuclear,la sensación de sentirme sola en medio de tantos problemas.","La ausencia de mi mamá, el problema que atravieso con mi familia nuclear,la sensación de sentirme sola en medio de tantos problemas.",32,Tristeza
5/1/2024 21:34:58,J7YGJPIE,De momento ninguna,De momento ninguna,3,Tristeza
5/1/2024 23:34:11,XA5DPHB3,"Cuando no hago las cosas bien a la primera o no comprendo un tema 
Cuando extraño a mi familia ",Cuando no hago las cosas bien a la primera o no comprendo un tema Cuando extraño a mi familia,22,Tristeza
5/2/2024 1:19:32,6QCKW4ZX,"No saber si escogí bien mi carrera
Y recordar a mi papá fallecido ",No saber si escogí bien mi carrera Y recordar a mi papá fallecido,19,Tristeza
5/2/2024 18:33:09,BHZT40UO,"Últimamente  no he sentido ese sentimiento, pero podría decir que que pongo sentimental cuando me doy cuenta de todo lo que me han dado mis seres queridos, de lo tanto que se han esforzado mis papás y mis hermanos, su apoyo incondicional y su cariño, así que que por eso doy lo mejor de mi para poder recompensarlos.  ","Últimamente no he sentido ese sentimiento, pero podría decir que que pongo sentimental cuando me doy cuenta de todo lo que me han dado mis seres queridos, de lo tanto que se han esforzado mis papás y mis hermanos, su apoyo incondicional y su cariño, así que que por eso doy lo mejor de mi para poder recompensarlos.",84,Tristeza
5/2/2024 23:42:40,Q8HPCRF0,"Últimamente no he llorado, la última vez fue dado por desapego de mis familiares a mis problemas.","Últimamente no he llorado, la última vez fue dado por desapego de mis familiares a mis problemas.",25,Tristeza
5/3/2024 9:27:43,9OCOYQ5S,"En situaciones estresantes, últimamente con la sobrecarga de proyectos y actividades finales en diversas materias se siente estrés y por ende una sensación de querer llorar al no saber qué hacer primero o cómo hacer las cosas","En situaciones estresantes, últimamente con la sobrecarga de proyectos y actividades finales en diversas materias se siente estrés y por ende una sensación de querer llorar al no saber qué hacer primero o cómo hacer las cosas",48,Tristeza
5/3/2024 16:49:43,,"Rupturas y cambios de dinámicas en relaciones, crisis por el futuro incierto después de la universidad ","Rupturas y cambios de dinámicas en relaciones, crisis por el futuro incierto después de la universidad",23,Tristeza
5/3/2024 16:49:47,UBXXESOE,"Cuando un docente es injusto.
Cuando no sé cómo solucionar un problema académico.
",Cuando un docente es injusto. Cuando no sé cómo solucionar un problema académico.,19,Tristeza
5/7/2024 16:14:01,DLCOTDB3,"Dependiendo de la sutuación, mas cuando cometo errores en mi vida, que me llego a frustar.","Dependiendo de la sutuación, mas cuando cometo errores en mi vida, que me llego a frustar.",28,Tristeza
5/7/2024 17:52:41,73E51Z9Y,Las ocasiones en las que me encuentro en situaciones de estrés. En ocasiones donde debo expresar sentimientos.,Las ocasiones en las que me encuentro en situaciones de estrés. En ocasiones donde debo expresar sentimientos.,24,Tristeza
5/8/2024 0:16:33,NZNKVJN5,Frustración y preocupación de la vida adulta ,Frustración y preocupación de la vida adulta,12,Tristeza
5/9/2024 13:11:23,K34YLW69,Cuando estoy solo,Cuando estoy solo,4,Tristeza
5/9/2024 13:19:18,9NUZ5PKN,Despedidas de personas importantes ,Despedidas de personas importantes,6,Tristeza
5/9/2024 13:20:19,QXWPZ23V,Cuando pienso en mi futuro ,Cuando pienso en mi futuro,7,Tristeza
5/9/2024 13:26:41,97RWBCRJ,"No suelo tener ese sentimiento, pero la mayoría de veces es por frustración ","No suelo tener ese sentimiento, pero la mayoría de veces es por frustración",17,Tristeza
5/9/2024 13:37:30,G63ZMG4B,En sentimientos de estrés y emociones fuertes.,En sentimientos de estrés y emociones fuertes.,12,Tristeza
5/9/2024 13:48:45,GL74ZXRL,cuando recibo malas noticias,cuando recibo malas noticias,7,Tristeza
5/9/2024 14:22:33,VXWOTMTO,Cuando me descepciono a mi mismo,Cuando me descepciono a mi mismo,10,Tristeza
5/9/2024 14:27:31,7QQDXHQ7,"Cuando las cosas que quiero hacer, no me salen por más que las intento. ","Cuando las cosas que quiero hacer, no me salen por más que las intento.",18,Tristeza
5/9/2024 14:34:45,WW1GHWY1,Cuando las cosas no salen bien ,Cuando las cosas no salen bien,7,Tristeza
5/9/2024 14:35:17,4F5JZDBC,Cuando me duele el estómago,Cuando me duele el estómago,8,Tristeza
5/9/2024 16:15:48,9OS9PHYF, Ver a mi familia envejecer ,Ver a mi familia envejecer,7,Tristeza
5/9/2024 17:35:34,16RK386Y,Problemas familiares ,Problemas familiares,3,Tristeza
5/9/2024 18:29:23,1RKPWNBF,Cuando me siento incomprendido y olvido por la gente o mis amigos. ,Cuando me siento incomprendido y olvido por la gente o mis amigos.,19,Tristeza
5/9/2024 18:31:44,BQK35SUL,En problemas famliares,En problemas famliares,5,Tristeza
5/9/2024 18:46:39,3G5WW5TD,"Cuando no me salen las cosas, cuando tengo problemas de salud, cuando mi mamá está mal de salud","Cuando no me salen las cosas, cuando tengo problemas de salud, cuando mi mamá está mal de salud",23,Tristeza
5/9/2024 19:30:55,4L83S1WU,"Situaciones frustrantes, estados de soledad","Situaciones frustrantes, estados de soledad",11,Tristeza
5/9/2024 22:04:15,1OGWU084,"En momentos de frustración, por algo que no ha salido de acuerdo a lo esperado","En momentos de frustración, por algo que no ha salido de acuerdo a lo esperado",20,Tristeza
5/10/2024 13:59:01,IPYENR3M,"Cuando siento frustración por no poder realizar tareas específicas, cuando no entiendo temas nuevos y ya he intentado aprenderlos de muchas maneras.","Cuando siento frustración por no poder realizar tareas específicas, cuando no entiendo temas nuevos y ya he intentado aprenderlos de muchas maneras.",32,Tristeza
5/10/2024 15:00:27,XTINAGL2,Cuando tengo demasiado estrés o algún problema en mi entorno social y/o familiar que pudo ser causado por mi culpa.   ,Cuando tengo demasiado estrés o algún problema en mi entorno social y/o familiar que pudo ser causado por mi culpa.,26,Tristeza
5/10/2024 15:20:56,PJEM9DJR,cuando no salen los planes como quisiera,cuando no salen los planes como quisiera,10,Tristeza
5/10/2024 16:27:26,90SG09DL,Caundo no obtengo los resultados que esperaba pero principalmente cuando intencionalmente entro a las redes sociales y realizo esa comparacion entre los demas y conmingo,Caundo no obtengo los resultados que esperaba pero principalmente cuando intencionalmente entro a las redes sociales y realizo esa comparacion entre los demas y conmingo,38,Tristeza
5/10/2024 19:40:06,ZO6GKY6S,"Al sentirme vulnerable, recuerdos nostálgicos","Al sentirme vulnerable, recuerdos nostálgicos",12,Tristeza
5/10/2024 22:31:28,S45KT7YO,En sitaciones donde hay mucho estres,En sitaciones donde hay mucho estres,8,Tristeza
5/12/2024 0:48:52,T6C4YU2L,Cuando me estreso o preocupo por situaciones de alto nivel,Cuando me estreso o preocupo por situaciones de alto nivel,15,Tristeza
5/12/2024 20:18:00,9TQIQ8J0,"Ninguna últimamente, pero si en el pasado recordando familiares","Ninguna últimamente, pero si en el pasado recordando familiares",14,Tristeza
5/12/2024 20:47:26,QOKLYQJZ,Cuando no logro entender los proyectos de la universidad o cuando no estoy en mi casa ,Cuando no logro entender los proyectos de la universidad o cuando no estoy en mi casa,18,Tristeza
5/13/2024 9:54:13,AR2SHENR,Por estrés ,Por estrés,3,Tristeza
5/13/2024 18:24:51,MXD2BDEN,"Cuando me siento solo, que es seguido","Cuando me siento solo, que es seguido",9,Tristeza
5/13/2024 20:32:28,I9HEYDJ0,Estrés,Estrés,2,Tristeza
5/13/2024 20:43:31,C2VL95E5,"Cuando las cosas no salen como yo quiero, por ejemplo, si no he tenido una buena nota en mus clases.","Cuando las cosas no salen como yo quiero, por ejemplo, si no he tenido una buena nota en mus clases.",26,Tristeza
5/13/2024 20:44:20,YOP5JWEP,LA PERDIDA DE FAMILIARES,LA PERDIDA DE FAMILIARES,12,Tristeza
5/13/2024 20:46:18,YG3TTUE9,Todo el tiempo,Todo el tiempo,3,Tristeza
5/13/2024 22:36:11,ZOYW0DWU,Cuando no salen las cosas de la mejor manera ,Cuando no salen las cosas de la mejor manera,10,Tristeza
5/14/2024 10:02:00,V5J3IP8N,Cuando hay mucha tarea y hay trabajo ,Cuando hay mucha tarea y hay trabajo,7,Tristeza
5/15/2024 20:14:17,E4EGEZ1X,"Tras recibir un gran daño verbal, fisico, etc. De una persona que realmente es importante para mi.","Tras recibir un gran daño verbal, fisico, etc. De una persona que realmente es importante para mi.",22,Tristeza
5/15/2024 20:43:29,DJWQSCW2,"En casi ninguna, solamente cuando surgen problemas amorosos.","En casi ninguna, solamente cuando surgen problemas amorosos.",12,Tristeza
5/15/2024 21:34:45,3KRGQIMS,"Cuando siento que no progreso en lo que quiero, por problemas ajenos o tragedias.","Cuando siento que no progreso en lo que quiero, por problemas ajenos o tragedias.",21,Tristeza
5/15/2024 22:02:58,0K4CZRKQ,"Cuando me molesto y no puedo decir lo que siento, cuando siento que me está llendo mal en la universidad, cuando no puedo ayudar a los animalitos ","Cuando me molesto y no puedo decir lo que siento, cuando siento que me está llendo mal en la universidad, cuando no puedo ayudar a los animalitos",36,Tristeza
5/15/2024 23:23:27,5GRMSXOF,Cuando recuerdo a mi perro que falleció ,Cuando recuerdo a mi perro que falleció,9,Tristeza
5/16/2024 0:26:26,TDU8A4SC,Cuando me va mal en alguna materia ,Cuando me va mal en alguna materia,7,Tristeza
5/16/2024 0:29:08,QN6SP8W7,Cuando me siento incompetente ante una situación ,Cuando me siento incompetente ante una situación,11,Tristeza
5/16/2024 0:35:07,CHNLHC6X,Cuando sobrepienso sobre cosas que me importan,Cuando sobrepienso sobre cosas que me importan,10,Tristeza
5/16/2024 0:55:45,IX724P8G,"Extrañar a mi familia, sentir la nostalgia de que estaba en mi casa estando con mi familia","Extrañar a mi familia, sentir la nostalgia de que estaba en mi casa estando con mi familia",21,Tristeza
5/16/2024 1:13:18,B05YDAZ0,"Cuando estoy solo, cuando me dicen algo que me haga sentir mal, recordando cosas del pasado.","Cuando estoy solo, cuando me dicen algo que me haga sentir mal, recordando cosas del pasado.",23,Tristeza
5/16/2024 1:41:10,AJKRH064,"Cuando siento que no puedo con la carrera, cuando siento que mi futuro es incierto y no voy a lograr nada, cuando no puedo socializar ni encajar en un grupo, cuando no me salen las cosas como esperaba.","Cuando siento que no puedo con la carrera, cuando siento que mi futuro es incierto y no voy a lograr nada, cuando no puedo socializar ni encajar en un grupo, cuando no me salen las cosas como esperaba.",54,Tristeza
5/16/2024 1:44:31,1RHBUABD,En ninguns,En ninguns,3,Tristeza
5/16/2024 1:45:41,86IH30I7,Al no sentirme capaz de entender fácilmente el cálculo integral ,Al no sentirme capaz de entender fácilmente el cálculo integral,12,Tristeza
5/16/2024 7:20:37,7SV40TFC,"Cuando se presenta un problema que me supera, al ver a un familiar muy enfermo, al sentir el rechazo de los demás y sentirme en soledad ","Cuando se presenta un problema que me supera, al ver a un familiar muy enfermo, al sentir el rechazo de los demás y sentirme en soledad",34,Tristeza
5/16/2024 8:27:32,G2H8Q8RA,Mientras veo momentos emotivos en las redes sociales ,Mientras veo momentos emotivos en las redes sociales,11,Tristeza
5/16/2024 8:38:22,JC7G5EHG,Cuando me estreso mucho,Cuando me estreso mucho,6,Tristeza
5/16/2024 8:46:06,91VK19HH,En la noche cuando siento desesperado por no lograr resultados,En la noche cuando siento desesperado por no lograr resultados,14,Tristeza
5/16/2024 9:12:26,KCXYQUUD,"Viendo distintas series en donde el personaje muere o le ocurren tragedias, cuando recuerdo a personas que realmente me agradaban pero con las que ya no mantengo contacto","Viendo distintas series en donde el personaje muere o le ocurren tragedias, cuando recuerdo a personas que realmente me agradaban pero con las que ya no mantengo contacto",37,Tristeza
5/16/2024 9:19:48,X7WQGQMT,Cuando siento que no doy lo suficiente de mi ,Cuando siento que no doy lo suficiente de mi,11,Tristeza
5/16/2024 9:36:26,BLO78S1C,Ninguna,Ninguna,3,Tristeza
5/16/2024 9:59:21,8MM32FBW,Cuando pienso en mi futuro ,Cuando pienso en mi futuro,7,Tristeza
5/16/2024 10:42:34,PYVXS5Y5,"Me suelo estresar por la carga de estudio en la universidad, cuando recuerdo a una pareja con la que decidí terminar, o en situaciones que las cosas no salen como esperaba.","Me suelo estresar por la carga de estudio en la universidad, cuando recuerdo a una pareja con la que decidí terminar, o en situaciones que las cosas no salen como esperaba.",41,Tristeza
5/16/2024 11:30:00,DJRCLO8P,cuando me siento mal emocionalmente,cuando me siento mal emocionalmente,9,Tristeza
5/16/2024 12:00:29,ZJWB22YX,Cuando estoy muy estresada,Cuando estoy muy estresada,7,Tristeza
5/16/2024 12:53:47,3EAZ56FK,Cuando pienso en mi futuro,Cuando pienso en mi futuro,7,Tristeza
5/16/2024 13:11:17,ZT2GVR76,Cuando tengo sentimientos encontrados por alguna persona.,Cuando tengo sentimientos encontrados por alguna persona.,10,Tristeza
5/16/2024 13:25:14,614O6Y4I,En situaciones de desesperacion o no ver algo claro en mis objetivos,En situaciones de desesperacion o no ver algo claro en mis objetivos,15,Tristeza
5/16/2024 13:45:24,14XGFLGK,"Cuando recuerdo a mis seres queridos que ya no estan conmigo, en estos dias fue el cumpleaños de uno de ellos y me hizo recordar lo valioso que son las personas. ","Cuando recuerdo a mis seres queridos que ya no estan conmigo, en estos dias fue el cumpleaños de uno de ellos y me hizo recordar lo valioso que son las personas.",41,Tristeza
5/16/2024 13:54:46,CKOKU9P4,Cuando recuerdo el fallecimiento de un ser querido ,Cuando recuerdo el fallecimiento de un ser querido,12,Tristeza
5/16/2024 16:56:55,BGD4M2IP,Problemas familiares ,Problemas familiares,3,Tristeza
5/16/2024 16:57:14,KGOL6JXH,Al sentir que no soy capaz de realizar ciertas cosas,Al sentir que no soy capaz de realizar ciertas cosas,10,Tristeza
5/16/2024 17:16:08,V6MYHJGB,La muerte de mi abuelo,La muerte de mi abuelo,6,Tristeza
5/17/2024 0:16:31,JZEC253P,Ninguna,Ninguna,3,Tristeza
5/17/2024 0:54:15,Y29P2VU6,Escuchando música,Escuchando música,5,Tristeza
5/17/2024 1:12:43,ORL0OVLI,Cuando tengo malas notas o no entiendo algo por mucho que me esfuerce o trate de comprenderlo,Cuando tengo malas notas o no entiendo algo por mucho que me esfuerce o trate de comprenderlo,25,Tristeza
5/17/2024 2:06:42,9N0G1GM1,Cuando no tengo tiempo libre y cuando la chica que me gusta no me hace caso.,Cuando no tengo tiempo libre y cuando la chica que me gusta no me hace caso.,19,Tristeza
5/17/2024 2:32:37,8TO1OH28,Cuando he peleado con mi padre por cuestiones de que dice que no lo ayudo y siempre estoy ocupado para él,Cuando he peleado con mi padre por cuestiones de que dice que no lo ayudo y siempre estoy ocupado para él,25,Tristeza
5/17/2024 8:59:10,MCPCHOLY,Cuando se me juntas muchas cosas por hacer,Cuando se me juntas muchas cosas por hacer,9,Tristeza
5/17/2024 9:32:45,J4TCSVW0,Cuando discuto o siento incomodidad con mi pareja,Cuando discuto o siento incomodidad con mi pareja,13,Tristeza
5/17/2024 9:44:25,UNBMV59R,"Cuando de verdad siento que tengo muchas cosas encima, cuando tengo demasiadas tareas o proyectos","Cuando de verdad siento que tengo muchas cosas encima, cuando tengo demasiadas tareas o proyectos",21,Tristeza
5/17/2024 10:34:41,2CMHRG7X,Cuando ha habido algun fallecimiento familiar,Cuando ha habido algun fallecimiento familiar,9,Tristeza
5/17/2024 10:45:56,AYNOOGEB,"Cuando no logro las cosas que quiero, cuando recuerdo las cosas que quisiera hacer y cuando  veo los problemas que hay en mi hogar ","Cuando no logro las cosas que quiero, cuando recuerdo las cosas que quisiera hacer y cuando veo los problemas que hay en mi hogar",31,Tristeza
5/17/2024 10:55:25,ICZPD6VE,Durante un ataque de ansiedad o colapso mental. Cuando me acuerdo de algún evento pasado sumamente triste o nostálgico.,Durante un ataque de ansiedad o colapso mental. Cuando me acuerdo de algún evento pasado sumamente triste o nostálgico.,28,Tristeza
5/17/2024 11:40:20,KXHR1RPU,"Cuando siento frustración por dificultades de la vida (trabajo, tareas o proyectos escolares, cortos tiempos de entrega)","Cuando siento frustración por dificultades de la vida (trabajo, tareas o proyectos escolares, cortos tiempos de entrega)",26,Tristeza
5/20/2024 1:29:54,7PFSQZGK,"Cuando siento que las cosas se están volviendo demasiado para mí, al estar en situaciones incómodas y al hablar con o de personas con las que me causan conflicto emocional","Cuando siento que las cosas se están volviendo demasiado para mí, al estar en situaciones incómodas y al hablar con o de personas con las que me causan conflicto emocional",39,Tristeza
5/20/2024 8:07:43,RK9BOLBA,Cuando no cumplo o se me dificulta completar alguna tarea o meta en específico. ,Cuando no cumplo o se me dificulta completar alguna tarea o meta en específico.,18,Tristeza
5/22/2024 19:49:00,AI6RPUWX,Cuando todas las cosas no salen según lo esperado,Cuando todas las cosas no salen según lo esperado,11,Tristeza
5/24/2024 11:34:36,KIBDSKF6,"En un plan fallido para ver a alguien que vive bastante lejos, viene acompañado de un sentimiento de desilusion porque toda esta situacion queda inconclusa","En un plan fallido para ver a alguien que vive bastante lejos, viene acompañado de un sentimiento de desilusion porque toda esta situacion queda inconclusa",33,Tristeza
5/24/2024 19:04:24,19QO0M44,Cuando algo sale mal ,Cuando algo sale mal,4,Tristeza
6/12/2024 18:05:58,I01P7HCR,"cuando recuerdo mi pasado, o cuando no encuentro respuestas a mis preguntas.","cuando recuerdo mi pasado, o cuando no encuentro respuestas a mis preguntas.",17,Tristeza
